NU_ANO_CENSO,NO_REGIAO,TP_DEPENDENCIA,TP_CATEGORIA_ESCOLA_PRIVADA,TP_LOCALIZACAO,SUM_MAT_QT_BAS,SUM_MAT_FUND_AI,SUM_MAT_BAS_ND,SUM_MAT_BAS_BRANCA,SUM_MAT_BAS_PRETA,SUM_MAT_BAS_PARDA,SUM_MAT_BAS_AMARELA,SUM_MAT_BAS_INDIGENA
2013.0,Sudeste,4.0,1.0,2.0,11913.0,4975.0,4597.0,4980.0,344.0,1921.0,65.0,6.0
2013.0,Sudeste,4.0,2.0,1.0,123342.0,6525.0,37563.0,47550.0,6167.0,31513.0,478.0,71.0
2013.0,Sudeste,4.0,2.0,2.0,1776.0,65.0,709.0,493.0,56.0,512.0,3.0,3.0
2013.0,Sudeste,4.0,3.0,1.0,39957.0,13437.0,14734.0,20144.0,632.0,4285.0,144.0,18.0
2013.0,Sudeste,4.0,3.0,2.0,278.0,258.0,71.0,126.0,6.0,74.0,1.0,0.0
2013.0,Sudeste,4.0,4.0,1.0,723246.0,171874.0,290186.0,310812.0,18878.0,99150.0,3770.0,450.0
2013.0,Sudeste,4.0,4.0,2.0,6347.0,1533.0,1712.0,2923.0,235.0,1435.0,39.0,3.0
2013.0,Sul,1.0,0.0,1.0,37824.0,489.0,18407.0,16799.0,712.0,1722.0,156.0,28.0
2013.0,Sul,1.0,0.0,2.0,5540.0,0.0,3174.0,2122.0,64.0,169.0,6.0,5.0
2013.0,Sul,2.0,0.0,1.0,2630748.0,383444.0,1087294.0,1215962.0,47564.0,269643.0,6107.0,4178.0
2013.0,Sul,2.0,0.0,2.0,151677.0,37374.0,54048.0,71261.0,1493.0,12913.0,289.0,11673.0
2013.0,Sul,3.0,0.0,1.0,2369732.0,1225087.0,717791.0,1344328.0,50831.0,246999.0,6693.0,3090.0
2013.0,Sul,3.0,0.0,2.0,265025.0,162992.0,86632.0,153411.0,3901.0,19472.0,616.0,993.0
2013.0,Sul,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013.0,Sul,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013.0,Sul,4.0,1.0,1.0,621356.0,154416.0,228894.0,362244.0,5853.0,19234.0,4786.0,345.0
2013.0,Sul,4.0,1.0,2.0,1292.0,341.0,345.0,830.0,7.0,96.0,11.0,3.0
2013.0,Sul,4.0,2.0,1.0,33792.0,3009.0,9839.0,19486.0,2199.0,2147.0,91.0,30.0
2013.0,Sul,4.0,2.0,2.0,282.0,7.0,72.0,188.0,6.0,16.0,0.0,0.0
2013.0,Sul,4.0,3.0,1.0,19477.0,7191.0,8320.0,10320.0,185.0,512.0,125.0,15.0
2013.0,Sul,4.0,3.0,2.0,508.0,0.0,239.0,255.0,6.0,8.0,0.0,0.0
2013.0,Sul,4.0,4.0,1.0,345252.0,104161.0,140694.0,181391.0,5985.0,15911.0,986.0,285.0
2013.0,Sul,4.0,4.0,2.0,1598.0,335.0,543.0,873.0,38.0,129.0,13.0,2.0
2014.0,Centro-Oeste,1.0,0.0,1.0,17682.0,262.0,8938.0,3847.0,694.0,3887.0,246.0,70.0
2014.0,Centro-Oeste,1.0,0.0,2.0,5597.0,0.0,2491.0,1384.0,211.0,1383.0,105.0,23.0
2014.0,Centro-Oeste,2.0,0.0,1.0,1528466.0,285543.0,739269.0,269156.0,29999.0,472406.0,12930.0,4706.0
2014.0,Centro-Oeste,2.0,0.0,2.0,90769.0,23611.0,46344.0,12295.0,1606.0,20328.0,330.0,9866.0
2014.0,Centro-Oeste,3.0,0.0,1.0,1171650.0,601419.0,351125.0,304362.0,27866.0,478729.0,5349.0,4219.0
2014.0,Centro-Oeste,3.0,0.0,2.0,142311.0,77424.0,51956.0,23283.0,2469.0,39563.0,596.0,24444.0
2014.0,Centro-Oeste,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014.0,Centro-Oeste,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014.0,Centro-Oeste,4.0,1.0,1.0,548132.0,175155.0,201040.0,207283.0,9211.0,124758.0,5319.0,521.0
2014.0,Centro-Oeste,4.0,1.0,2.0,2233.0,371.0,1210.0,376.0,42.0,588.0,9.0,8.0
2014.0,Centro-Oeste,4.0,2.0,1.0,8636.0,2425.0,3974.0,2577.0,150.0,1870.0,59.0,6.0
2014.0,Centro-Oeste,4.0,2.0,2.0,528.0,0.0,260.0,127.0,19.0,114.0,8.0,0.0
2014.0,Centro-Oeste,4.0,3.0,1.0,10407.0,3385.0,2895.0,4578.0,165.0,2585.0,139.0,45.0
2014.0,Centro-Oeste,4.0,4.0,1.0,125714.0,34786.0,45247.0,43868.0,2725.0,32537.0,1142.0,195.0
2014.0,Centro-Oeste,4.0,4.0,2.0,2403.0,664.0,1010.0,509.0,37.0,717.0,13.0,117.0
2014.0,Nordeste,1.0,0.0,1.0,87123.0,258.0,45662.0,12526.0,2665.0,25745.0,381.0,144.0
2014.0,Nordeste,1.0,0.0,2.0,13860.0,60.0,7037.0,1576.0,382.0,4788.0,46.0,31.0
2014.0,Nordeste,2.0,0.0,1.0,3376994.0,159237.0,1260655.0,356931.0,183297.0,1555761.0,12040.0,8310.0
2014.0,Nordeste,2.0,0.0,2.0,215875.0,28985.0,81162.0,15821.0,6775.0,80646.0,595.0,30876.0
2014.0,Nordeste,3.0,0.0,1.0,5580959.0,2305699.0,1881170.0,660415.0,192477.0,2814590.0,20831.0,11476.0
2014.0,Nordeste,3.0,0.0,2.0,3003146.0,1395017.0,1018588.0,309162.0,101509.0,1549335.0,12076.0,12476.0
2014.0,Nordeste,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014.0,Nordeste,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014.0,Nordeste,4.0,1.0,1.0,2211623.0,796529.0,943156.0,472510.0,50846.0,732350.0,10097.0,2664.0
2014.0,Nordeste,4.0,1.0,2.0,16751.0,7828.0,6571.0,3555.0,437.0,6127.0,48.0,13.0
2014.0,Nordeste,4.0,2.0,1.0,42524.0,10925.0,16171.0,5018.0,2917.0,18206.0,163.0,49.0
2014.0,Nordeste,4.0,2.0,2.0,11015.0,362.0,5482.0,969.0,311.0,4209.0,29.0,15.0
2014.0,Nordeste,4.0,3.0,1.0,16416.0,5355.0,7973.0,3994.0,178.0,4223.0,35.0,13.0
2014.0,Nordeste,4.0,3.0,2.0,347.0,132.0,175.0,65.0,7.0,96.0,4.0,0.0
2014.0,Nordeste,4.0,4.0,1.0,218567.0,71160.0,75770.0,46146.0,6173.0,89397.0,848.0,233.0
2014.0,Nordeste,4.0,4.0,2.0,11514.0,3211.0,4177.0,1293.0,332.0,5671.0,33.0,8.0
2014.0,Norte,1.0,0.0,1.0,30782.0,995.0,13204.0,3495.0,852.0,12407.0,172.0,652.0
2014.0,Norte,1.0,0.0,2.0,2937.0,0.0,1215.0,410.0,119.0,1152.0,22.0,19.0
2014.0,Norte,2.0,0.0,1.0,1689487.0,271416.0,608558.0,160370.0,31289.0,873246.0,4828.0,11196.0
2014.0,Norte,2.0,0.0,2.0,208880.0,49795.0,76794.0,9972.0,3196.0,86083.0,605.0,32230.0
2014.0,Norte,3.0,0.0,1.0,1728323.0,846753.0,616919.0,164737.0,28551.0,904402.0,4899.0,8815.0
2014.0,Norte,3.0,0.0,2.0,989656.0,532816.0,353059.0,51349.0,18754.0,504570.0,2714.0,59210.0
2014.0,Norte,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014.0,Norte,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014.0,Norte,4.0,1.0,1.0,420780.0,135412.0,162449.0,79341.0,6205.0,169871.0,2154.0,760.0
2014.0,Norte,4.0,1.0,2.0,2743.0,979.0,1184.0,477.0,29.0,1042.0,3.0,8.0
2014.0,Norte,4.0,2.0,1.0,1741.0,185.0,1082.0,154.0,29.0,470.0,6.0,0.0
2014.0,Norte,4.0,2.0,2.0,3794.0,527.0,1691.0,352.0,131.0,1562.0,14.0,44.0
2014.0,Norte,4.0,3.0,1.0,6141.0,2135.0,2171.0,2337.0,52.0,1546.0,27.0,8.0
2014.0,Norte,4.0,3.0,2.0,49.0,0.0,15.0,1.0,2.0,28.0,3.0,0.0
2014.0,Norte,4.0,4.0,1.0,45010.0,13515.0,15819.0,9828.0,671.0,18454.0,182.0,56.0
2014.0,Norte,4.0,4.0,2.0,1234.0,315.0,593.0,202.0,24.0,376.0,20.0,19.0
2014.0,Sudeste,1.0,0.0,1.0,84119.0,5156.0,39483.0,27474.0,2623.0,13846.0,586.0,107.0
2014.0,Sudeste,1.0,0.0,2.0,9100.0,0.0,1826.0,3945.0,349.0,2926.0,41.0,13.0
2014.0,Sudeste,2.0,0.0,1.0,7313827.0,1079324.0,2180122.0,2690954.0,279404.0,2127799.0,24761.0,10787.0
2014.0,Sudeste,2.0,0.0,2.0,170941.0,29446.0,55893.0,50304.0,6170.0,53561.0,726.0,4287.0
2014.0,Sudeste,3.0,0.0,1.0,7328483.0,3304135.0,1605350.0,3004280.0,362748.0,2328985.0,19400.0,7720.0
2014.0,Sudeste,3.0,0.0,2.0,507120.0,290057.0,150341.0,164867.0,22052.0,167333.0,1284.0,1243.0
2014.0,Sudeste,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014.0,Sudeste,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014.0,Sudeste,4.0,1.0,1.0,3368725.0,997306.0,1161757.0,1677827.0,77617.0,423149.0,23795.0,4580.0
2014.0,Sudeste,4.0,1.0,2.0,12189.0,5138.0,4707.0,5039.0,355.0,2016.0,67.0,5.0
2014.0,Sudeste,4.0,2.0,1.0,123498.0,6279.0,34730.0,49629.0,6022.0,32571.0,483.0,63.0
2014.0,Sudeste,4.0,2.0,2.0,1785.0,80.0,695.0,504.0,57.0,523.0,5.0,1.0
2014.0,Sudeste,4.0,3.0,1.0,44433.0,15563.0,12830.0,25237.0,817.0,5297.0,228.0,24.0
2014.0,Sudeste,4.0,4.0,1.0,734111.0,172687.0,292950.0,317624.0,18819.0,100527.0,3747.0,444.0
2014.0,Sudeste,4.0,4.0,2.0,7259.0,2091.0,1937.0,3367.0,247.0,1644.0,54.0,10.0
2014.0,Sul,1.0,0.0,1.0,40168.0,491.0,18691.0,18304.0,837.0,2132.0,175.0,29.0
2014.0,Sul,1.0,0.0,2.0,5377.0,0.0,2873.0,2234.0,57.0,193.0,3.0,17.0
2014.0,Sul,2.0,0.0,1.0,2553611.0,367068.0,1001470.0,1224163.0,47966.0,269728.0,6115.0,4169.0
2014.0,Sul,2.0,0.0,2.0,145507.0,35483.0,47707.0,71412.0,1535.0,12644.0,278.0,11931.0
2014.0,Sul,3.0,0.0,1.0,2379748.0,1211358.0,691550.0,1377374.0,52183.0,249146.0,6412.0,3083.0
2014.0,Sul,3.0,0.0,2.0,258092.0,157988.0,77906.0,155897.0,4023.0,18642.0,627.0,997.0
2014.0,Sul,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014.0,Sul,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014.0,Sul,4.0,1.0,1.0,681137.0,161766.0,241608.0,402309.0,7081.0,23722.0,5264.0,1153.0
2014.0,Sul,4.0,1.0,2.0,1197.0,317.0,222.0,856.0,13.0,94.0,10.0,2.0
2014.0,Sul,4.0,2.0,1.0,34338.0,3209.0,9682.0,20437.0,2085.0,2045.0,68.0,21.0
2014.0,Sul,4.0,2.0,2.0,450.0,5.0,194.0,236.0,3.0,17.0,0.0,0.0
2014.0,Sul,4.0,3.0,1.0,17994.0,6830.0,6879.0,10325.0,127.0,506.0,149.0,8.0
2014.0,Sul,4.0,3.0,2.0,526.0,0.0,236.0,274.0,5.0,11.0,0.0,0.0
2014.0,Sul,4.0,4.0,1.0,353582.0,108522.0,137112.0,192604.0,6066.0,16394.0,1128.0,278.0
2014.0,Sul,4.0,4.0,2.0,1255.0,189.0,401.0,687.0,51.0,106.0,10.0,0.0
2015.0,Centro-Oeste,1.0,0.0,1.0,26400.0,262.0,12363.0,5530.0,1134.0,6991.0,291.0,91.0
2015.0,Centro-Oeste,1.0,0.0,2.0,10710.0,0.0,4610.0,2574.0,381.0,2927.0,185.0,33.0
2015.0,Centro-Oeste,2.0,0.0,1.0,1512274.0,278150.0,698344.0,273519.0,31177.0,494110.0,10001.0,5123.0
2015.0,Centro-Oeste,2.0,0.0,2.0,91625.0,23601.0,44876.0,12434.0,1680.0,22068.0,320.0,10247.0
2015.0,Centro-Oeste,3.0,0.0,1.0,1166921.0,595496.0,324343.0,309156.0,27411.0,496523.0,5264.0,4224.0
2015.0,Centro-Oeste,3.0,0.0,2.0,139393.0,75284.0,47765.0,22918.0,2418.0,40335.0,982.0,24975.0
2015.0,Centro-Oeste,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015.0,Centro-Oeste,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015.0,Centro-Oeste,4.0,1.0,1.0,543013.0,177478.0,194680.0,209924.0,8570.0,124410.0,4953.0,476.0
2015.0,Centro-Oeste,4.0,1.0,2.0,2317.0,362.0,1175.0,369.0,37.0,704.0,23.0,9.0
2015.0,Centro-Oeste,4.0,2.0,1.0,6785.0,1986.0,3227.0,1864.0,130.0,1513.0,49.0,2.0
2015.0,Centro-Oeste,4.0,2.0,2.0,521.0,0.0,235.0,128.0,18.0,126.0,13.0,1.0
2015.0,Centro-Oeste,4.0,3.0,1.0,12623.0,3835.0,3448.0,5159.0,161.0,3662.0,153.0,40.0
2015.0,Centro-Oeste,4.0,4.0,1.0,130423.0,35606.0,42166.0,47371.0,2874.0,36835.0,1010.0,167.0
2015.0,Centro-Oeste,4.0,4.0,2.0,1919.0,413.0,694.0,460.0,26.0,622.0,7.0,110.0
2015.0,Nordeste,1.0,0.0,1.0,106185.0,261.0,52106.0,15521.0,3472.0,34405.0,490.0,191.0
2015.0,Nordeste,1.0,0.0,2.0,17451.0,54.0,8540.0,1980.0,527.0,6324.0,57.0,23.0
2015.0,Nordeste,2.0,0.0,1.0,3172258.0,135984.0,1139625.0,337637.0,170961.0,1505333.0,10849.0,7853.0
2015.0,Nordeste,2.0,0.0,2.0,230565.0,29576.0,81397.0,17214.0,7153.0,87386.0,633.0,36782.0
2015.0,Nordeste,3.0,0.0,1.0,5502576.0,2273869.0,1751555.0,666765.0,190698.0,2861830.0,20051.0,11677.0
2015.0,Nordeste,3.0,0.0,2.0,2888926.0,1338315.0,941296.0,300391.0,96604.0,1525975.0,11269.0,13391.0
2015.0,Nordeste,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015.0,Nordeste,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015.0,Nordeste,4.0,1.0,1.0,2167555.0,804227.0,883444.0,475403.0,48830.0,747382.0,10045.0,2451.0
2015.0,Nordeste,4.0,1.0,2.0,17046.0,7691.0,6608.0,3608.0,436.0,6248.0,68.0,78.0
2015.0,Nordeste,4.0,2.0,1.0,39787.0,10485.0,14748.0,4960.0,2463.0,17347.0,216.0,53.0
2015.0,Nordeste,4.0,2.0,2.0,12809.0,649.0,5634.0,1217.0,391.0,5504.0,35.0,28.0
2015.0,Nordeste,4.0,3.0,1.0,14682.0,5152.0,6799.0,3626.0,154.0,4058.0,36.0,9.0
2015.0,Nordeste,4.0,3.0,2.0,511.0,275.0,285.0,58.0,9.0,157.0,2.0,0.0
2015.0,Nordeste,4.0,4.0,1.0,223956.0,75564.0,77207.0,46339.0,6603.0,92693.0,909.0,205.0
2015.0,Nordeste,4.0,4.0,2.0,11085.0,3391.0,3894.0,1251.0,302.0,5602.0,29.0,7.0
2015.0,Norte,1.0,0.0,1.0,35889.0,960.0,13989.0,4197.0,1093.0,15507.0,176.0,927.0
2015.0,Norte,1.0,0.0,2.0,2979.0,0.0,836.0,546.0,158.0,1394.0,29.0,16.0
2015.0,Norte,2.0,0.0,1.0,1645367.0,256056.0,557358.0,161672.0,31145.0,879270.0,4517.0,11405.0
2015.0,Norte,2.0,0.0,2.0,210287.0,47534.0,73427.0,10265.0,3218.0,87744.0,543.0,35090.0
2015.0,Norte,3.0,0.0,1.0,1727684.0,853680.0,595378.0,166691.0,28191.0,923453.0,4703.0,9268.0
2015.0,Norte,3.0,0.0,2.0,969955.0,520218.0,337319.0,49475.0,17930.0,499858.0,2596.0,62777.0
2015.0,Norte,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015.0,Norte,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015.0,Norte,4.0,1.0,1.0,416722.0,137340.0,154911.0,79040.0,6132.0,173942.0,1955.0,742.0
2015.0,Norte,4.0,1.0,2.0,2568.0,1008.0,899.0,469.0,45.0,1141.0,3.0,11.0
2015.0,Norte,4.0,2.0,1.0,1683.0,250.0,977.0,132.0,19.0,541.0,13.0,1.0
2015.0,Norte,4.0,2.0,2.0,3107.0,1.0,1502.0,338.0,90.0,1131.0,12.0,34.0
2015.0,Norte,4.0,3.0,1.0,5863.0,2025.0,1890.0,2274.0,55.0,1614.0,22.0,8.0
2015.0,Norte,4.0,3.0,2.0,46.0,0.0,16.0,1.0,3.0,25.0,1.0,0.0
2015.0,Norte,4.0,4.0,1.0,47606.0,14751.0,15147.0,11141.0,692.0,20330.0,236.0,60.0
2015.0,Norte,4.0,4.0,2.0,2028.0,830.0,682.0,278.0,48.0,973.0,21.0,26.0
2015.0,Sudeste,1.0,0.0,1.0,94758.0,5157.0,40553.0,31516.0,3524.0,18421.0,627.0,117.0
2015.0,Sudeste,1.0,0.0,2.0,22742.0,0.0,5699.0,8866.0,1075.0,6967.0,81.0,54.0
2015.0,Sudeste,2.0,0.0,1.0,6918871.0,1044460.0,1886655.0,2620171.0,281074.0,2099092.0,22297.0,9582.0
2015.0,Sudeste,2.0,0.0,2.0,166434.0,28705.0,49238.0,51260.0,6394.0,54521.0,608.0,4413.0
2015.0,Sudeste,3.0,0.0,1.0,7272783.0,3269543.0,1472371.0,3034918.0,364165.0,2374644.0,19261.0,7424.0
2015.0,Sudeste,3.0,0.0,2.0,489539.0,277351.0,134423.0,163366.0,21912.0,167431.0,1220.0,1187.0
2015.0,Sudeste,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015.0,Sudeste,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015.0,Sudeste,4.0,1.0,1.0,3311256.0,996593.0,1088871.0,1698515.0,76351.0,421539.0,22787.0,3193.0
2015.0,Sudeste,4.0,1.0,2.0,11378.0,4812.0,4431.0,4616.0,341.0,1923.0,51.0,16.0
2015.0,Sudeste,4.0,2.0,1.0,128625.0,8601.0,34132.0,53894.0,5962.0,34058.0,505.0,74.0
2015.0,Sudeste,4.0,2.0,2.0,1824.0,0.0,612.0,553.0,68.0,584.0,5.0,2.0
2015.0,Sudeste,4.0,3.0,1.0,41305.0,14417.0,10815.0,23971.0,779.0,5451.0,272.0,17.0
2015.0,Sudeste,4.0,4.0,1.0,769499.0,176512.0,284022.0,346039.0,20221.0,114691.0,4026.0,500.0
2015.0,Sudeste,4.0,4.0,2.0,7888.0,2143.0,1899.0,3734.0,295.0,1901.0,50.0,9.0
2015.0,Sul,1.0,0.0,1.0,53533.0,491.0,25891.0,23095.0,1245.0,3067.0,179.0,56.0
2015.0,Sul,1.0,0.0,2.0,5583.0,0.0,2314.0,2876.0,96.0,280.0,5.0,12.0
2015.0,Sul,2.0,0.0,1.0,2460289.0,351604.0,817394.0,1292135.0,51754.0,288792.0,5971.0,4243.0
2015.0,Sul,2.0,0.0,2.0,140738.0,33292.0,36315.0,76363.0,1691.0,13659.0,283.0,12427.0
2015.0,Sul,3.0,0.0,1.0,2403094.0,1199655.0,581307.0,1477238.0,56888.0,277810.0,6538.0,3313.0
2015.0,Sul,3.0,0.0,2.0,252971.0,150801.0,60537.0,165057.0,4532.0,21155.0,666.0,1024.0
2015.0,Sul,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015.0,Sul,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015.0,Sul,4.0,1.0,1.0,710159.0,166375.0,243066.0,425676.0,7763.0,28378.0,4844.0,432.0
2015.0,Sul,4.0,1.0,2.0,1026.0,316.0,203.0,723.0,9.0,83.0,7.0,1.0
2015.0,Sul,4.0,2.0,1.0,34554.0,3130.0,8470.0,22131.0,1794.0,2098.0,42.0,19.0
2015.0,Sul,4.0,2.0,2.0,365.0,6.0,121.0,223.0,4.0,17.0,0.0,0.0
2015.0,Sul,4.0,3.0,1.0,15954.0,6299.0,5461.0,9650.0,152.0,536.0,148.0,7.0
2015.0,Sul,4.0,3.0,2.0,814.0,0.0,201.0,540.0,20.0,53.0,0.0,0.0
2015.0,Sul,4.0,4.0,1.0,357108.0,109300.0,123947.0,207090.0,6267.0,18350.0,1193.0,261.0
2015.0,Sul,4.0,4.0,2.0,1322.0,221.0,340.0,780.0,62.0,132.0,8.0,0.0
2016.0,Centro-Oeste,1.0,0.0,1.0,25743.0,263.0,12173.0,5363.0,961.0,6858.0,290.0,98.0
2016.0,Centro-Oeste,1.0,0.0,2.0,9583.0,0.0,3819.0,2338.0,344.0,2880.0,166.0,36.0
2016.0,Centro-Oeste,2.0,0.0,1.0,1509654.0,271934.0,692594.0,274273.0,30878.0,498809.0,7987.0,5113.0
2016.0,Centro-Oeste,2.0,0.0,2.0,92784.0,24090.0,45397.0,12411.0,1647.0,22578.0,256.0,10495.0
2016.0,Centro-Oeste,3.0,0.0,1.0,1185551.0,594080.0,333484.0,310437.0,26610.0,505574.0,5040.0,4406.0
2016.0,Centro-Oeste,3.0,0.0,2.0,139786.0,73820.0,47065.0,22694.0,2555.0,41251.0,859.0,25362.0
2016.0,Centro-Oeste,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016.0,Centro-Oeste,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016.0,Centro-Oeste,4.0,1.0,1.0,535761.0,181219.0,190197.0,211615.0,7618.0,121489.0,4396.0,446.0
2016.0,Centro-Oeste,4.0,1.0,2.0,2134.0,388.0,1069.0,312.0,36.0,688.0,24.0,5.0
2016.0,Centro-Oeste,4.0,2.0,1.0,8649.0,2124.0,3524.0,2337.0,143.0,2573.0,62.0,10.0
2016.0,Centro-Oeste,4.0,2.0,2.0,516.0,0.0,194.0,148.0,15.0,142.0,7.0,10.0
2016.0,Centro-Oeste,4.0,3.0,1.0,9683.0,3369.0,3091.0,4585.0,83.0,1797.0,89.0,38.0
2016.0,Centro-Oeste,4.0,4.0,1.0,121915.0,32078.0,38276.0,43070.0,2972.0,36630.0,814.0,153.0
2016.0,Centro-Oeste,4.0,4.0,2.0,1887.0,415.0,575.0,499.0,29.0,658.0,6.0,120.0
2016.0,Nordeste,1.0,0.0,1.0,100443.0,300.0,45317.0,15654.0,3548.0,35265.0,468.0,191.0
2016.0,Nordeste,1.0,0.0,2.0,14872.0,47.0,7201.0,1786.0,392.0,5415.0,49.0,29.0
2016.0,Nordeste,2.0,0.0,1.0,3222404.0,126420.0,1079850.0,346040.0,174511.0,1602327.0,11688.0,7988.0
2016.0,Nordeste,2.0,0.0,2.0,234200.0,28242.0,76296.0,18335.0,7814.0,94950.0,643.0,36162.0
2016.0,Nordeste,3.0,0.0,1.0,5488148.0,2252359.0,1708472.0,668832.0,187803.0,2891676.0,19474.0,11891.0
2016.0,Nordeste,3.0,0.0,2.0,2768677.0,1286615.0,879293.0,290381.0,91240.0,1484417.0,10368.0,12978.0
2016.0,Nordeste,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016.0,Nordeste,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016.0,Nordeste,4.0,1.0,1.0,2182433.0,838217.0,882520.0,472951.0,50375.0,764828.0,9501.0,2258.0
2016.0,Nordeste,4.0,1.0,2.0,18265.0,8581.0,6787.0,3652.0,533.0,7137.0,64.0,92.0
2016.0,Nordeste,4.0,2.0,1.0,41854.0,10618.0,15274.0,5308.0,2641.0,18348.0,238.0,45.0
2016.0,Nordeste,4.0,2.0,2.0,13933.0,932.0,5820.0,1221.0,450.0,6377.0,38.0,27.0
2016.0,Nordeste,4.0,3.0,1.0,17303.0,5907.0,7252.0,5121.0,167.0,4713.0,43.0,7.0
2016.0,Nordeste,4.0,3.0,2.0,291.0,162.0,196.0,14.0,6.0,74.0,0.0,1.0
2016.0,Nordeste,4.0,4.0,1.0,211448.0,71870.0,69121.0,44820.0,6794.0,89541.0,950.0,222.0
2016.0,Nordeste,4.0,4.0,2.0,10974.0,2994.0,3435.0,1219.0,325.0,5971.0,18.0,6.0
2016.0,Norte,1.0,0.0,1.0,37071.0,945.0,12731.0,4954.0,1110.0,17165.0,167.0,944.0
2016.0,Norte,1.0,0.0,2.0,3631.0,0.0,1028.0,596.0,191.0,1775.0,28.0,13.0
2016.0,Norte,2.0,0.0,1.0,1609512.0,234396.0,492571.0,160402.0,31624.0,909464.0,4183.0,11268.0
2016.0,Norte,2.0,0.0,2.0,210285.0,45143.0,61806.0,10371.0,3294.0,95048.0,533.0,39233.0
2016.0,Norte,3.0,0.0,1.0,1748907.0,865380.0,581437.0,173574.0,28750.0,950885.0,4531.0,9730.0
